2018-12-05 00:10:44.467540,19.48 C,1022.38 hPA,55.15 %RH
2018-12-05 00:10:45.507751,19.50 C,1022.38 hPA,55.09 %RH
2018-12-05 00:10:46.547470,19.52 C,1022.37 hPA,55.05 %RH
2018-12-05 00:10:47.588215,19.53 C,1022.37 hPA,55.00 %RH
2018-12-05 00:10:48.628311,19.54 C,1022.36 hPA,54.99 %RH
2018-12-05 00:10:49.668940,19.55 C,1022.35 hPA,54.99 %RH
2018-12-05 00:10:50.708845,19.57 C,1022.36 hPA,54.98 %RH
2018-12-05 00:10:51.757065,19.58 C,1022.37 hPA,54.99 %RH
2018-12-05 00:10:52.797134,19.60 C,1022.40 hPA,55.00 %RH
2018-12-05 00:10:53.841848,19.61 C,1022.36 hPA,54.98 %RH
2018-12-05 00:10:54.881798,19.63 C,1022.36 hPA,55.00 %RH
2018-12-05 00:10:55.921976,19.65 C,1022.35 hPA,55.00 %RH
2018-12-05 00:10:56.965686,19.66 C,1022.36 hPA,55.00 %RH
2018-12-05 00:10:58.009183,19.68 C,1022.35 hPA,55.02 %RH
2018-12-05 00:10:59.049325,19.69 C,1022.35 hPA,55.05 %RH
2018-12-05 00:11:00.089171,19.71 C,1022.33 hPA,55.09 %RH
2018-12-05 00:11:01.128702,19.72 C,1022.34 hPA,55.17 %RH
2018-12-05 00:11:02.173383,19.73 C,1022.32 hPA,55.25 %RH
2018-12-05 00:11:03.213515,19.74 C,1022.35 hPA,55.34 %RH
2018-12-05 00:11:04.257040,19.75 C,1022.36 hPA,55.42 %RH
2018-12-05 00:11:05.298436,19.76 C,1022.35 hPA,55.48 %RH
2018-12-05 00:11:06.338991,19.77 C,1022.36 hPA,55.54 %RH
2018-12-05 00:11:07.382772,19.79 C,1022.34 hPA,55.62 %RH
2018-12-05 00:11:08.423123,19.80 C,1022.35 hPA,55.68 %RH
2018-12-05 00:11:09.463200,19.81 C,1022.36 hPA,55.71 %RH
2018-12-05 00:11:10.503495,19.82 C,1022.34 hPA,55.74 %RH
2018-12-05 00:11:11.543572,19.83 C,1022.36 hPA,55.76 %RH
2018-12-05 00:11:12.583638,19.84 C,1022.34 hPA,55.81 %RH
2018-12-05 00:11:13.624093,19.85 C,1022.36 hPA,55.84 %RH
2018-12-05 00:11:14.664003,19.86 C,1022.35 hPA,55.88 %RH
2018-12-05 00:11:15.704771,19.86 C,1022.33 hPA,55.92 %RH
2018-12-05 00:11:16.744642,19.87 C,1022.37 hPA,55.91 %RH
2018-12-05 00:11:17.790681,19.89 C,1022.38 hPA,55.95 %RH
2018-12-05 00:11:18.830457,19.90 C,1022.35 hPA,55.96 %RH
2018-12-05 00:11:19.871989,19.91 C,1022.36 hPA,55.96 %RH
2018-12-05 00:11:20.911888,19.92 C,1022.35 hPA,55.99 %RH
2018-12-05 00:11:21.952240,19.93 C,1022.35 hPA,55.99 %RH
2018-12-05 00:11:22.994964,19.95 C,1022.36 hPA,56.01 %RH
2018-12-05 00:11:24.035054,19.96 C,1022.35 hPA,56.02 %RH
2018-12-05 00:11:25.074931,19.97 C,1022.36 hPA,56.02 %RH
2018-12-05 00:11:26.115163,19.98 C,1022.35 hPA,56.05 %RH
2018-12-05 00:11:27.155287,19.99 C,1022.36 hPA,56.05 %RH
2018-12-05 00:11:28.199848,20.00 C,1022.34 hPA,56.09 %RH
2018-12-05 00:11:29.239916,20.01 C,1022.34 hPA,56.09 %RH
2018-12-05 00:11:30.280563,20.02 C,1022.38 hPA,56.06 %RH
2018-12-05 00:11:31.322217,20.04 C,1022.36 hPA,56.06 %RH
2018-12-05 00:11:32.362293,20.05 C,1022.36 hPA,56.06 %RH
2018-12-05 00:11:33.405507,20.06 C,1022.36 hPA,56.05 %RH
2018-12-05 00:11:34.445599,20.07 C,1022.35 hPA,56.03 %RH
2018-12-05 00:11:35.485537,20.08 C,1022.36 hPA,56.02 %RH
2018-12-05 00:11:36.525828,20.10 C,1022.38 hPA,56.02 %RH
